state,year,govelec,black,metro,unem,criv,crip,ag0_14,ag15_17,ag18_24,ag25_34,incpc,polpc,pris,final1,final2
27,89,0,0.0029,0.2391,0.05942,116.87501,3910.625,0.2375,0.04375,0.09,0.1575,14145.72,227.62498,159.0,0,0
27,90,0,0.003,0.239,0.05742,158.92635,4332.3345,0.23470661,0.043695383,0.0886392,0.15230961,14718.79,230.0874,166.0,0,0
27,91,0,0.0031,0.23889999,0.069,140.02478,3512.6392,0.23172243,0.044609666,0.08921933,0.14745973,15803.088,246.09666,177.90263,0,0
27,92,1,0.0032,0.23879999,0.067,170.3163,4436.983,0.22871046,0.045012165,0.091240875,0.14111923,16386.234,266.42337,183.14746,0,0
27,93,0,0.0033000002,0.2387,0.06,177.47319,4612.5146,0.23003577,0.046483908,0.092967816,0.13468415,17421.904,245.64958,188.32117,0,0
28,80,0,0.031,0.45099998,0.0405,223.69427,4064.8408,0.23057325,0.05414013,0.1343949,0.15859872,9006.237,217.00638,76.13274,0,0
28,81,0,0.0315,0.45439997,0.04133,181.19063,3988.4106,0.22925903,0.050664976,0.13236225,0.1652945,10360.298,219.25269,89.29936,0,0
28,82,1,0.032,0.4578,0.06083,230.1517,3730.6575,0.2300885,0.047408342,0.13021491,0.16561316,10837.056,222.06068,93.540215,0,0
28,83,0,0.0325,0.4612,0.05692,219.50757,3599.2424,0.22979797,0.044823233,0.12689394,0.16729797,11224.5205,223.35858,100.12642,0,0
28,84,0,0.033,0.4646,0.044,228.25677,3305.601,0.2297042,0.04405286,0.12208936,0.16865954,12315.951,225.48773,97.91667,0,0
28,85,0,0.0335,0.468,0.05467,241.07256,3502.4604,0.229653,0.04479495,0.116719246,0.16971609,13038.445,229.52681,98.61548,0,0
28,86,1,0.034,0.4714,0.0505,266.58197,3647.9033,0.22871664,0.045743328,0.111181706,0.17026684,13567.385,228.52605,109.33755,0,0
28,87,0,0.0345,0.4748,0.04933,255.52011,3947.224,0.22782387,0.04530951,0.10657307,0.16975111,14106.284,232.70581,124.14231,0,0
28,88,0,0.035,0.4782,0.0355,278.4214,3940.6746,0.22851686,0.04392107,0.10311903,0.16804582,15218.307,235.26416,125.27121,0,0
28,89,0,0.0355,0.4816,0.03092,285.90475,3899.2383,0.23047619,0.041904762,0.100317456,0.16507937,16048.246,233.26984,131.50859,0,0
28,90,1,0.036,0.485,0.02142,329.47504,3876.6602,0.23086655,0.04174573,0.09867172,0.16192284,17374.893,230.99303,144.63493,0,0
28,91,0,0.0365,0.4884,0.027,335.22012,4027.107,0.23144653,0.042138368,0.0981132,0.15786164,18050.2,247.98741,144.59204,0,0
28,92,0,0.037,0.4918,0.03,349.65646,3987.8826,0.23110555,0.043098062,0.097439095,0.15302935,19222.164,236.22737,151.32076,0,0
28,93,0,0.0375,0.4952,0.025999999,339.14124,3777.9712,0.22899812,0.04355943,0.09769757,0.14810206,19759.72,247.79091,152.09244,0,0
29,80,0,0.064,0.82,0.06258,913.0,7944.5,0.21625,0.0525,0.13125,0.18125,11702.263,397.625,204.70589,0,0
29,81,0,0.0642,0.82089996,0.0715,893.2783,7668.2783,0.2158019,0.049528304,0.1273585,0.1898585,12549.413,373.5849,229.875,0,0
29,82,1,0.0644,0.8218,0.10133,804.5351,7087.5283,0.21655329,0.04648526,0.123582765,0.19160998,12684.262,366.09976,249.52832,0,0
29,83,0,0.0646,0.82269996,0.09883001,647.2284,5972.3945,0.21507761,0.0443459,0.11973392,0.19401331,13181.807,347.8936,312.13153,0,0
29,84,0,0.0648,0.8236,0.078,619.02704,5842.7026,0.21081081,0.04324324,0.11567568,0.19675677,14176.666,326.70273,353.4368,0,0
29,85,0,0.065,0.82449996,0.07925,656.572,5814.301,0.20925343,0.04206099,0.11251314,0.19663511,15150.726,317.13986,377.0811,0,0
29,86,1,0.0652,0.8254,0.06025,705.70844,5468.6035,0.20693171,0.042813454,0.110091746,0.19571865,16030.892,327.21713,396.52997,0,0
29,87,0,0.0654,0.82629997,0.063,684.8485,5586.901,0.2062561,0.042033233,0.10752688,0.1935484,16842.654,322.043,463.9144,0,0
29,88,0,0.0656,0.8272,0.0515,769.76746,5593.3022,0.20930234,0.04,0.10418605,0.1916279,17910.014,314.32556,433.4311,0,0
29,89,0,0.065799996,0.82809997,0.04992,610.99384,5517.326,0.20932278,0.03693931,0.102902375,0.1882146,19376.576,321.50394,454.04648,0,0
29,90,1,0.066,0.829,0.04958,592.4528,5385.726,0.21328959,0.036095157,0.09926169,0.18539788,20247.855,322.55948,449.60422,0,0
29,91,0,0.066199996,0.82989997,0.055,674.92236,5604.27,0.2173913,0.035714284,0.0939441,0.18633541,20772.9,309.47205,436.58737,0,0
29,92,0,0.0664,0.8308,0.066,692.14075,5469.8354,0.21781437,0.03517964,0.089071855,0.18562874,21863.725,319.61078,452.09628,0,0
29,93,0,0.066599995,0.83169997,0.072,875.23395,5304.896,0.21814255,0.035277177,0.08639309,0.18430525,22745.225,341.1807,452.76947,0,0
30,80,1,0.004,0.555,0.046829995,179.47882,4490.5537,0.22584148,0.055374593,0.13137893,0.17046688,9837.78,219.97829,34.763477,0,0
30,81,0,0.0042,0.5556,0.05017,146.74493,4165.8486,0.21985058,0.053361792,0.13020277,0.17609392,10921.714,224.54643,35.39631,0,0
30,82,1,0.0044,0.55619997,0.0745,125.21097,3716.1392,0.21729958,0.05063291,0.12974684,0.17510548,11701.755,242.82701,42.475986,0,0
30,83,0,0.0046,0.5568,0.05417,125.26096,3234.5513,0.21294363,0.0480167,0.12839249,0.17640918,12878.776,228.81003,46.94093,0,0
30,84,1,0.0047999998,0.5574,0.04225,133.87923,3003.787,0.209826,0.047082905,0.12589559,0.17809622,14356.595,233.98158,50.0,0,0
30,85,0,0.005,0.55799997,0.03917,140.92278,3114.2427,0.20661986,0.046138417,0.12236711,0.18154463,15700.683,229.38817,59.46776,0,0
30,86,1,0.0052,0.5586,0.02842,139.80487,3196.7803,0.20487805,0.04585366,0.11804878,0.18439025,17063.135,247.31708,68.505516,0,0
30,87,0,0.0054,0.5592,0.0255,150.0,3231.309,0.20493358,0.044592034,0.113851994,0.18690702,18046.027,261.52753,76.29268,0,0
30,88,1,0.0056,0.55979997,0.02508,149.76917,3227.2393,0.20775624,0.04247461,0.11172669,0.18651894,19287.246,274.97693,82.258064,0,0
30,89,0,0.0058,0.5604,0.03433,168.77827,3433.9368,0.21085973,0.03891403,0.109502256,0.18552037,19968.207,273.84616,94.09049,0,0
30,90,1,0.006,0.561,0.05708,131.55997,3514.5176,0.21370603,0.037871957,0.10550045,0.18304779,20280.025,277.18665,105.52037,0,0
30,91,0,0.0062,0.56159997,0.072,118.95307,3319.4946,0.21389893,0.036101084,0.10198556,0.17960289,20955.178,219.58484,121.00992,0,0
30,92,1,0.0064,0.5622,0.075,125.29148,2944.215,0.21434979,0.0367713,0.09955157,0.17399102,21730.207,224.3946,138.3574,0,0
30,93,0,0.0066000004,0.5628,0.066,137.77779,2767.2002,0.2151111,0.037333332,0.096,0.168,22175.45,221.51111,159.3722,0,0
31,80,0,0.126,1.0,0.07208,602.4847,5778.995,0.21412085,0.056076035,0.118397824,0.1545146,11666.024,384.4535,75.60744,0,0
31,81,1,0.1268,1.0,0.07292,630.13367,5544.6606,0.20764141,0.053867966,0.11988659,0.15957879,12913.106,381.20697,78.26205,0,0
31,82,0,0.1276,1.0,0.08975001,607.9263,5073.557,0.20306821,0.05154084,0.12030683,0.1594671,13852.914,377.4593,106.06183,0,0
31,83,0,0.1284,1.0,0.07858,553.0798,4610.284,0.19938403,0.049276914,0.12011248,0.1610873,14933.577,369.02786,128.83865,0,0
31,84,0,0.1292,1.0,0.06167,527.7312,4327.758,0.19640718,0.04790419,0.119228214,0.16314039,16460.65,354.99667,136.03375,0,0
31,85,1,0.13,1.0,0.05667,544.17126,4547.542,0.19389373,0.047316942,0.11776368,0.16508062,17546.998,365.59607,158.33667,0,0
31,86,0,0.1308,1.0,0.05042,572.3301,4667.5938,0.19155078,0.047100496,0.11545526,0.16741012,18728.762,372.76306,169.45546,0,0
31,87,0,0.13159999,1.0,0.04042,541.08984,4721.093,0.19150046,0.0452353,0.11237127,0.16999088,19996.91,374.53397,181.64523,0,0
31,88,0,0.13239999,1.0,0.03808,583.41547,4717.4146,0.19268674,0.04240145,0.109050825,0.17297718,21732.602,376.67273,208.17363,0,0
31,89,1,0.13319999,1.0,0.04083,609.7722,4666.477,0.19492622,0.039218225,0.10535853,0.17512296,23114.436,379.0189,219.6058,0,0
31,90,0,0.134,1.0,0.04975,646.8148,4794.198,0.19692467,0.03786019,0.10078821,0.17534564,24184.861,381.40588,251.60497,0,0
31,91,0,0.1348,1.0,0.066,633.69354,4788.5244,0.1996655,0.036922682,0.095973246,0.17252025,24744.799,429.5124,273.00684,0,0
31,92,0,0.1356,1.0,0.084,623.3376,4420.9463,0.2016624,0.036956523,0.09181585,0.16841432,26098.611,431.0358,302.10986,0,0
31,93,1,0.1364,1.0,0.074,626.8562,4173.9688,0.20370606,0.03693362,0.08871684,0.16372637,26732.072,432.27567,289.68033,0,0
32,80,0,0.018,0.396,0.07467,611.4351,5333.0776,0.26016885,0.060629316,0.13660783,0.16653876,8193.065,264.9271,114.0856,0,0
32,81,0,0.0182,0.4048,0.07267,668.64215,5504.051,0.2588147,0.057014257,0.13578396,0.17029257,9066.073,267.81696,92.01842,0,0
32,82,1,0.0184,0.4136,0.09225,731.8182,5851.613,0.25733137,0.053519063,0.13343108,0.17082112,9603.169,258.65103,100.90022,0,0
32,83,0,0.0186,0.42240003,0.10183,689.2396,5679.6987,0.25538018,0.050215207,0.1312769,0.17216642,9990.121,282.92682,106.08504,0,0
32,84,0,0.0188,0.4312,0.07483,691.4609,5582.7803,0.25476357,0.04940014,0.12702893,0.17219478,10646.654,283.27454,122.52511,0,0
32,85,0,0.019,0.44,0.08858,709.8053,5830.529,0.25382474,0.049374133,0.122392215,0.17246176,11326.229,284.0751,134.65067,0,0
32,86,1,0.019199999,0.4488,0.09142,733.4928,5964.8667,0.2508544,0.050580997,0.117566645,0.17293234,11561.591,295.42035,146.87065,0,0
32,87,0,0.0194,0.4576,0.087919995,637.39014,6002.3667,0.25084516,0.04935767,0.112238,0.17308992,11891.177,298.9182,157.62132,0,0
32,88,0,0.0196,0.4664,0.07825,666.97986,6027.9863,0.252349,0.04832215,0.10738256,0.17181207,12559.061,303.35568,174.84787,0,0
32,89,0,0.0198,0.4752,0.06608,715.0931,5963.6304,0.25265956,0.04587766,0.1037234,0.17021276,13387.154,301.39627,182.75168,0,0
32,90,1,0.02,0.48400003,0.06275,776.6754,5877.004,0.25164258,0.045335088,0.100525625,0.16819973,14193.272,298.68594,207.44681,0,0
32,91,0,0.0202,0.4928,0.069,835.2941,5848.3516,0.25210086,0.04524887,0.0989011,0.16354235,14822.007,315.44925,201.51117,1,0
32,92,0,0.020399999,0.5016,0.068,934.3236,5495.7017,0.25094816,0.04551201,0.09860935,0.15865992,15518.192,318.39444,194.95798,0,0
32,93,0,0.020599999,0.5104,0.075,929.70294,5336.386,0.25123763,0.04579208,0.098391086,0.15284653,16337.564,290.90347,199.36789,0,0
33,80,0,0.137,0.90400004,0.07475,1026.5122,5864.8423,0.21226792,0.054732885,0.12290693,0.1583324,10910.89,324.24536,118.607834,0,0
33,81,0,0.1392,0.90470004,0.07642,1071.1406,5844.4727,0.2071949,0.05293716,0.12431694,0.16336522,12123.048,337.55692,123.242966,0,0
33,82,1,0.14140001,0.90540004,0.08558,993.9341,5499.5396,0.20426378,0.050824333,0.124843664,0.16333143,13021.855,345.13928,145.11612,0,0
33,83,0,0.1436,0.90610003,0.0855,913.0378,4982.88,0.20240854,0.048736356,0.12472438,0.16503647,13875.0,343.84576,158.86867,0,0
33,84,0,0.1458,0.90680003,0.07225,913.7665,4660.0303,0.20027047,0.047447313,0.1236335,0.16691086,15253.151,345.76807,172.49957,0,0
33,85,0,0.148,0.9075,0.06542,929.4346,4656.2837,0.19851618,0.04698741,0.121852525,0.16872752,16254.438,356.55914,186.57162,0,0
33,86,1,0.15020001,0.9082,0.06258,982.5044,4765.474,0.19643359,0.046991535,0.11927326,0.17052655,17417.611,373.55463,193.94672,0,0
33,87,0,0.1524,0.9089,0.04858,1005.60187,4932.1733,0.19637361,0.045217976,0.11662656,0.17208575,18442.74,403.4557,215.6059,0,0
33,88,0,0.1546,0.9096,0.04192,1094.677,5199.515,0.19731343,0.04241681,0.11459784,0.1736804,19712.266,432.3672,228.56343,0,0
33,89,0,0.1568,0.9103,0.05092,1129.0774,5152.622,0.1990769,0.03931491,0.11238392,0.17466496,20983.285,426.54453,248.36964,0,0
33,90,1,0.159,0.911,0.05208,1180.1912,5179.5137,0.20097767,0.038162425,0.10882124,0.17420286,22321.592,421.28653,284.8913,0,0
33,91,0,0.1612,0.9117,0.072,1164.6478,5083.7646,0.20396742,0.03745775,0.10417244,0.17210618,22924.906,332.35995,304.93835,0,0
33,92,0,0.1634,0.9124,0.085,1122.707,4738.9585,0.20619582,0.037771273,0.099950306,0.16919763,24138.203,360.80402,320.61838,0,0
33,93,0,0.1656,0.9131,0.077,1073.5397,4477.793,0.20778151,0.037753474,0.09666429,0.16601637,24770.799,360.44952,340.91336,0,0
34,80,1,0.22399999,0.545,0.06542,452.0401,4158.1943,0.22679362,0.055083305,0.13974838,0.16388983,8021.5874,233.322,231.16951,0,0
34,81,0,0.2236,0.5472,0.06442,436.22626,4079.436,0.22158805,0.05220749,0.14000335,0.16854121,8895.05,233.45645,245.76674,0,0
34,82,0,0.2232,0.5494,0.09017,446.3366,4096.9097,0.21864098,0.049842168,0.13872737,0.16830038,9325.177,221.54843,249.00117,0,0
34,83,0,0.2228,0.5516,0.088920005,409.92264,3777.1926,0.21573144,0.048050027,0.13690966,0.16965608,10064.354,224.4364,255.00912,0,0
34,84,1,0.2224,0.5538,0.06767,403.71515,3641.0935,0.21155094,0.047371835,0.1335172,0.17212848,11146.28,224.82155,234.60588,0,0
34,85,0,0.222,0.556,0.05392,420.9626,3701.0713,0.20802687,0.04732971,0.1299968,0.17476815,11871.359,226.63896,246.90137,0,0
34,86,0,0.2216,0.5582,0.05317,476.55807,3861.4521,0.20484024,0.048086047,0.12527682,0.17652641,12694.279,233.05917,255.94818,0,0
34,87,0,0.2212,0.5604,0.04467,484.68146,4171.7207,0.20252968,0.04731418,0.122267336,0.17692068,13480.276,241.98158,258.9845,0,0
34,88,1,0.2208,0.56259996,0.03625,505.3695,4390.6343,0.20228359,0.04536337,0.1203518,0.17589878,14436.038,250.87178,251.68645,0,0
34,89,0,0.2204,0.5648,0.03517,546.86975,4711.6987,0.20243718,0.042345773,0.11942118,0.17440975,15233.865,260.78445,250.74835,0,0
34,90,0,0.22,0.56700003,0.040999997,621.2536,4844.5215,0.20291597,0.040733505,0.11769127,0.1718022,16284.2295,270.2841,253.28258,0,0
34,91,0,0.21959999,0.5692,0.058000002,657.2085,5221.0405,0.20403023,0.039561417,0.114980005,0.16935843,16809.227,277.2559,267.0074,0,0
34,92,1,0.2192,0.5714,0.059,681.6852,5126.4917,0.2050907,0.039496783,0.111761265,0.16603278,17829.205,318.2124,270.73642,0,0
34,93,0,0.2188,0.5736,0.049000002,679.30884,4973.031,0.20590353,0.039452843,0.1087113,0.16313894,18688.217,301.54068,292.05676,0,0
35,80,1,0.004,0.35900003,0.04967,53.905052,2907.1975,0.237366,0.05513017,0.14854518,0.15926492,7660.2524,186.21747,20.826952,0,0
35,81,0,0.0042,0.3634,0.05125,67.27273,2914.6968,0.23636363,0.05151515,0.1469697,0.16666666,9831.187,187.87878,28.330782,0,0
35,82,0,0.0044,0.3678,0.05717,61.883408,2590.1345,0.2361734,0.047832586,0.14349775,0.16890882,10468.884,196.1136,33.030304,0,0
35,83,0,0.0046,0.3722,0.056750003,53.914326,2633.3826,0.23781389,0.04579025,0.13884786,0.17134416,11101.991,203.54504,41.255604,0,0
35,84,1,0.0047999998,0.3766,0.05217,54.11765,2552.0588,0.23970589,0.045588236,0.13382353,0.175,11623.235,192.79411,51.698673,0,0
35,85,0,0.005,0.38099998,0.05983,47.56278,2663.5154,0.23781389,0.044313144,0.12703103,0.17577547,12011.747,194.38701,55.147057,0,0
35,86,0,0.0052,0.3854,0.06292,52.01794,2592.3767,0.23916292,0.04633782,0.11958146,0.17638266,12371.559,204.78325,55.39143,0,0
35,87,0,0.0054,0.38979998,0.05133,57.791225,2822.3904,0.2375189,0.04538578,0.1149773,0.17397882,12636.25,200.45386,53.961136,0,0
35,88,1,0.0056,0.39419997,0.04817,59.847332,2701.5266,0.2351145,0.042748094,0.11145039,0.17099237,11932.554,195.41985,57.488655,0,0
35,89,0,0.0058,0.3986,0.04225,64.55109,2551.8577,0.23529412,0.041795664,0.108359136,0.16718265,13742.095,201.16098,63.20611,0,0
35,90,0,0.006,0.403,0.04,73.981186,2852.0376,0.23197493,0.042319752,0.106583074,0.16144201,15305.549,206.7398,62.5387,0,0
35,91,0,0.0062,0.4074,0.040999997,65.56082,2737.1248,0.23064771,0.042654026,0.10584518,0.15797788,15602.821,208.84676,68.181816,0,0
35,92,1,0.0064,0.4118,0.049000002,83.596214,2828.8643,0.22870663,0.04416404,0.10410094,0.15299684,17128.012,210.4101,69.66824,0,0
35,93,0,0.0066000004,0.41619998,0.043,82.20473,2738.11,0.22677165,0.044094488,0.10393701,0.14960629,17121.502,210.23622,67.50789,0,0
36,80,0,0.1,0.78900003,0.08367,496.8142,4918.8833,0.23106131,0.05547324,0.13095017,0.15956658,9742.008,217.531,123.726616,0,0
36,81,0,0.100600004,0.78910005,0.09625,496.00482,4945.291,0.22784574,0.05274379,0.12958843,0.16536891,10582.776,217.58435,124.92129,0,0
36,82,1,0.1012,0.7892,0.12508,438.09613,4513.043,0.22580644,0.05029283,0.12745188,0.16519476,11011.481,224.80244,138.74675,0,0
36,83,0,0.1018,0.7893,0.12208,398.20264,4110.2812,0.22462285,0.04842615,0.12441795,0.16641833,11607.037,221.9594,160.98355,0,0
36,84,0,0.1024,0.78940004,0.09417,385.82605,3892.82,0.22294655,0.047867388,0.12097225,0.16762897,12698.378,218.27156,167.69417,0,0
36,85,0,0.103,0.7895,0.08875,381.92828,3808.868,0.22049372,0.04797392,0.11746623,0.16879366,13421.357,218.29529,173.39355,0,0
36,86,1,0.103599995,0.7896,0.08133,421.808,3945.8247,0.21714818,0.04892824,0.113699906,0.16980429,14138.479,226.3933,194.35492,0,0
36,87,0,0.1042,0.78970003,0.07,422.26767,4163.2344,0.21552044,0.048141263,0.11050186,0.16988848,14727.215,223.3829,209.34763,0,0
36,88,0,0.10479999,0.78980005,0.06025,455.07916,4221.5947,0.21566813,0.046022777,0.10825076,0.16918235,15733.143,220.20557,225.27881,0,0
36,89,0,0.105399996,0.7899,0.05533,471.96417,4295.3457,0.21700989,0.043032598,0.10656571,0.16751316,16644.893,216.29881,245.0412,0,0
36,90,1,0.106000006,0.79,0.05658,505.28253,4329.735,0.21700718,0.041597642,0.104822375,0.16473404,17541.703,212.27681,282.002,0,0
36,91,0,0.1066,0.79010004,0.064,561.7916,4470.7495,0.21636198,0.040859234,0.10319927,0.16170019,18000.605,236.44423,292.85846,0,0
36,92,0,0.107200004,0.7902,0.072,525.6782,4137.71,0.21558842,0.041103348,0.101533435,0.15769893,18923.836,240.37746,326.7276,0,0
36,93,0,0.1078,0.7903,0.065,504.14752,3981.1558,0.21648183,0.041294742,0.09990082,0.15309711,19627.885,223.9203,348.2261,0,0
37,80,0,0.068,0.57,0.048250005,416.1653,4597.0576,0.2290909,0.053223144,0.13289256,0.15735537,9364.947,222.41322,142.85715,0,1
37,81,0,0.0686,0.57240003,0.036,427.09946,4413.34,0.22868218,0.049418606,0.13210595,0.1624677,10683.502,224.8385,158.54546,0,0
37,82,1,0.0692,0.5748,0.05708,439.89395,4735.3086,0.22769806,0.046163443,0.13100436,0.16375546,11434.48,249.12665,170.57494,0,0
37,83,0,0.0698,0.5772,0.09017,424.4377,4516.687,0.23130699,0.044680852,0.12735562,0.16504559,11245.398,242.40121,202.74484,0,0
37,84,0,0.0704,0.5796,0.07008,408.94705,4501.43,0.23189287,0.04473524,0.122641504,0.16585514,11830.764,255.66037,227.35562,0,0
37,85,0,0.071,0.582,0.07167,425.86365,5048.9146,0.23203912,0.04555182,0.1173953,0.16661571,12286.498,258.17792,239.56177,0,0
37,86,1,0.0716,0.5844,0.08208,443.37534,5666.8306,0.2296342,0.046726096,0.111896716,0.16753764,12338.326,259.7295,254.66219,0,0
37,87,0,0.0722,0.5868,0.07358,425.66977,5716.355,0.22990654,0.0470405,0.10747664,0.16697818,12508.884,249.87538,298.43222,0,0
37,88,0,0.0728,0.58919996,0.06708,447.71075,5310.83,0.22829176,0.045468897,0.104515314,0.16577202,13311.712,239.7537,300.2804,0,0
37,89,0,0.0734,0.5916,0.056000005,503.07938,5128.825,0.22571428,0.043492064,0.10349206,0.16412699,14188.596,244.8254,329.90213,0,0
37,90,1,0.074,0.59400004,0.056000005,546.73016,5044.095,0.22444445,0.04285714,0.10253968,0.16095237,15104.617,248.60318,368.50793,0,0
37,91,0,0.0746,0.5964,0.067,585.00635,5096.2437,0.22380051,0.042613637,0.10227273,0.15751262,15654.504,303.34598,396.66666,0,0
37,92,0,0.0752,0.5988,0.056999996,624.18097,4819.3135,0.22433697,0.043369737,0.102340095,0.15319812,16476.316,287.64432,434.78537,0,0
37,93,0,0.0758,0.6012,0.06,634.84985,4659.4243,0.22531722,0.043949243,0.10275456,0.14887032,17037.234,275.95172,477.12952,0,0
38,80,0,0.0139999995,0.67,0.08258,486.21344,6143.5244,0.224079,0.050512724,0.12571211,0.18268135,9895.174,240.29625,122.41113,0,0
38,81,0,0.014199999,0.6715,0.09849999,474.92505,6506.596,0.22451276,0.0476012,0.12106447,0.18590704,10473.429,239.88007,120.47094,0,0
38,82,1,0.014400001,0.67300004,0.11557999,470.13135,6057.936,0.22363977,0.045778614,0.11669794,0.18348968,10643.888,228.3302,123.388306,0,0
38,83,0,0.0146,0.6745,0.10808,489.48358,5782.586,0.22276668,0.04447795,0.11232567,0.18205805,11363.678,230.26762,146.34146,0,0
38,84,0,0.0148,0.676,0.09367,507.42407,5752.6436,0.2208474,0.044619422,0.10873641,0.17997749,12276.447,223.47208,148.96344,0,0
38,85,0,0.015,0.6775,0.08817001,553.9469,6211.111,0.21848111,0.04489338,0.10512533,0.17732884,12904.331,218.7804,158.3802,0,0
38,86,1,0.0152,0.679,0.08475,552.5335,6565.0894,0.21535023,0.045454547,0.101341285,0.17511177,13545.436,221.23697,163.7112,0,0
38,87,0,0.0154,0.68050003,0.062,544.1318,6484.191,0.2139948,0.044057757,0.09848204,0.17215845,14166.836,225.0833,177.71982,0,0
38,88,0,0.0156,0.682,0.05825,545.7497,6512.9517,0.21306093,0.04159066,0.0974097,0.16855162,15077.452,226.96097,202.03629,0,0
38,89,0,0.015800001,0.6835,0.05692,524.00574,5701.1465,0.21497671,0.039770693,0.095664635,0.16302401,16285.054,223.77284,218.56987,0,0
38,90,1,0.016,0.685,0.05508,504.0238,5111.022,0.21658503,0.039538138,0.094471656,0.15815255,17201.36,219.38419,220.5661,0,0
38,91,0,0.0162,0.6865,0.06,506.85168,5254.197,0.21719767,0.03973964,0.09318259,0.15484756,17786.602,208.8729,227.15184,0,0
38,92,0,0.0164,0.688,0.075,511.06998,5319.65,0.2166891,0.0410498,0.09219381,0.15141319,18713.094,208.37819,230.62692,0,0
38,93,0,0.0166,0.6895,0.072,503.10025,5262.4673,0.21602902,0.041886546,0.09201847,0.14841689,19446.596,203.16623,221.50069,0,0
39,80,0,0.088,0.84599996,0.07817,362.71072,3361.1008,0.20937291,0.053860415,0.12660149,0.15112947,9929.736,248.98853,64.64502,0,0
39,81,0,0.0884,0.84620005,0.083579995,371.9032,3312.8594,0.20541361,0.051775023,0.12673919,0.15633696,10915.182,241.63084,68.374916,0,0
39,82,1,0.0888,0.8464,0.10917,361.0553,3097.5347,0.20287041,0.04947235,0.12596032,0.15626846,11545.083,245.22583,78.34556,0,0
39,83,0,0.0892,0.84660006,0.11842,344.50076,2866.3708,0.20104748,0.047474235,0.12409191,0.15788141,12085.655,239.30562,88.20599,0,0
39,84,0,0.0896,0.8468,0.09099999,322.92847,2758.866,0.19873042,0.046381716,0.12120186,0.16013542,13048.652,236.52136,98.82581,0,0
39,85,0,0.09,0.84699994,0.080170006,333.36166,2725.24,0.19666979,0.04587546,0.117747,0.16192336,13972.758,237.0147,110.012695,0,0
39,86,1,0.0904,0.84720004,0.06833,361.78394,2767.9622,0.19502674,0.046083342,0.11380803,0.16337095,14848.46,243.07903,119.94733,0,0
39,87,0,0.0908,0.84739995,0.05658,373.2707,2823.4358,0.19456439,0.044788755,0.110574886,0.16383033,15604.539,232.16069,128.70236,0,0
39,88,0,0.0912,0.84760004,0.05092,367.49957,2857.3865,0.1953402,0.042630423,0.10813777,0.16343069,16586.467,221.16327,137.54974,0,0
39,89,0,0.0916,0.8478,0.045,384.17328,3025.5183,0.19694927,0.03969324,0.10568009,0.1623125,17844.217,225.96072,150.96236,0,0
39,90,1,0.092,0.84800005,0.053830005,430.54224,3041.656,0.19806641,0.038167298,0.103320725,0.16015133,18884.217,230.56746,172.40855,0,0
39,91,0,0.0924,0.8482,0.069,450.44775,3111.6748,0.19892877,0.03740899,0.10118002,0.1569169,19637.44,222.1441,187.314,0,0
39,92,0,0.0928,0.84839994,0.075,427.47812,2969.1956,0.19941643,0.037598997,0.09870779,0.15289705,20601.49,215.61484,195.71512,0,0
39,93,0,0.0932,0.84860003,0.07,417.4552,2853.9258,0.20053121,0.037848607,0.096115544,0.14890438,21241.818,208.52423,208.13672,0,0
40,80,1,0.029000001,0.927,0.07225,408.02536,5517.318,0.20380148,0.053854275,0.13621965,0.15417106,9592.049,277.9303,58.842106,0,1
40,81,0,0.03,0.9268,0.07575,441.23822,5404.407,0.19727176,0.05141658,0.13850997,0.15949632,10590.8955,273.97693,64.51954,0,0
40,82,1,0.031,0.92660004,0.10258,403.4591,4983.124,0.19392033,0.04926625,0.13836478,0.16037735,11318.843,264.3606,72.29801,0,0
40,83,0,0.032,0.9264,0.0825,354.8117,4645.3975,0.1914226,0.04707113,0.1380753,0.16213389,12151.601,266.73642,81.86583,0,0
40,84,1,0.033,0.92620003,0.05325,334.71933,4439.2935,0.18918918,0.045738045,0.13513513,0.16632017,13313.318,264.44907,91.841,0,0
40,85,0,0.034,0.926,0.050080005,346.23322,4372.343,0.18679051,0.044375643,0.13209495,0.17027864,14120.255,261.9195,92.619545,0,0
40,86,1,0.035,0.9258,0.04133,334.8004,4557.625,0.185261,0.044012286,0.12794268,0.17400205,15079.766,275.74207,99.380806,0,0
40,87,0,0.036,0.9256,0.03875,358.28284,4905.8584,0.18585859,0.04242424,0.12424242,0.17575759,16025.877,279.39392,103.070625,0,0
40,88,1,0.037,0.9254,0.03058,396.28516,4802.9116,0.18674698,0.04016064,0.12349398,0.17570283,17330.562,284.93976,100.101006,0,0
40,89,0,0.038,0.9252,0.04,376.82318,4832.3677,0.18881118,0.036963034,0.12187812,0.17382617,18435.105,297.25275,118.37349,0,0
40,90,1,0.039,0.925,0.06783,431.67328,4918.1274,0.19123507,0.035856575,0.119521916,0.17231075,19044.355,310.05975,146.75325,0,0
40,91,0,0.04,0.92480004,0.085,461.9522,4577.39,0.1942231,0.03486056,0.11553785,0.1693227,19444.854,277.98804,157.96812,0,0
40,92,1,0.040999997,0.9246,0.088999994,396.1039,4200.1997,0.1978022,0.034965035,0.11088911,0.16483517,20235.46,273.72626,174.20319,0,0
40,93,0,0.042,0.92440003,0.077,401.7,4097.3,0.2,0.035,0.105,0.162,21203.684,273.9,170.82916,0,0
